39119903	EAMs	"ECM remodeling associated macrophages
32826895	FUDR	fluorodeoxyuridine
33467661	UMI	unique molecular identifier
37838739	GCT	granular convoluted tubules
36223391	FA	formaldehyde
38389849	UMAP	Uniform Manifold Approximation and Projection
32194857	AEAA	amino ethylanisamide
38127790	tSNE	t-distributed stochastic neighbor embedding
38229111	RPMI	Roswell Park Memorial Institute
34799555	CM	conditioned medium
34322133	PBMC	peripheral blood mononuclear cells
37282627	EPS	expressed prostatic secretion
38105340	SR1	StemReginin1
35203362	NOESY	nuclear Overhauser enhancement spectroscopy
35899045	MACS	magnetic-activated cell sorting
37533854	pSOFA	Pediatric Sequential Organ Failure Assessment
31547627	CAV1	caveolin 1
35613583	TPM	transcripts per million
35013299	ISH	in situ hybridization
32907628	HUVEC	human umbilical vein endothelial cells
38785955	GWAS	Genome-Wide Association
32528170	MEAs	microelectrode arrays
33077725	Pre.Gonado	precursor cells of gonadotrope
31554902	CLIP	CLIPtot
39528700	Ilastik	https://www.ilastik.org/
39234818	VE	visceral endoderm
35860276	LT	liver transplantation
36917196	CM	conditioned media
32392837	LDL	low-density lipoprotein
39258580	mTEC	medullary thymic epithelial cells
37061699	AA	ascorbic acid
34301318	iPSCs	induced pluripotent stem cells
32576858	MAPQ	mapping quality score
38297333	CDF	Cumulative Distribution Function
33581058	RYFP	Gt(ROSA)26Sortm1(EYFP)Cos
32955435	kb	kilobase
32091393	CCA	Canonical Correlation Analysis
31253788	DP	declustering potential
34120578	PBMCs	peripheral blood mononuclear cells
32737576	RG	radial glia cells
34280086	DAPI	6-diamidino-2-phenylindole
30736372	TNF	tumor necrosis factor
34477109	Slc26a5DTR/+	Slc26a5-P2A-DTR/+
38629067	lincRNAs	long intergenic non-coding RNAs
38982992	Itgax	Integrin alpha X
37085732	GEMs	gel beads-in-emulsion
33941622	KEGG	Kyoto Encyclopedia of Genes and Genomes
33849947	siRNA	small interfering RNA
39435662	NSG	NOD/SCID Il2rg-/-
32001747	NDRI	National Disease Research Interchange
31653841	GWAS	Genome-wide association studies
39544932	TNF	tumor necrosis factor
33825942	TNF	Tumor necrosis factor
36876630	cSCs	cultured stromal cells
31815151	KCs	keratinocytes
31431686	mV	membrane potential Vm
38199807	BLA	basolateral amygdala
39589396	RMSE	root mean squared error
32515350	ChIP-seq	chromatin immunoprecipitation and sequencing
33050789	TF	tissue factor
33714960	xCell	https://xcell.ucsf.edu/
31779197	LCAT	Lecithin:cholesterol acyltransferase
34719102	LNs	lymph nodes
30375284	P2	passage 2
37402779	MDAR	Materials Design Analysis Reporting
37512124	IQR	interquartile range
37223013	PVDF	polyvinylidene fluoride
39499736	PIGR	polymeric immunoglobulin receptor
37463742	SOM	somatostatin-containing
38486356	DEGs	differentially expressed genes
31063131	SMR	suspended microchannel resonator
35377806	scRNA-seq	single-cell RNA-sequencing
33745018	HB-EGF	heparin-binding EGF-like growth factor
32085438	lncRNAs	long noncoding RNAs
33500344	PH	pleckstrin homology
39148724	TMB	tumor mutational burden
37974227	ADC	anti-drug conjugate
31363085	dsDNA	double-stranded DNA
31881915	Tr1	Tregs and IL-10-secreating type 1 Tregs
36741401	GC	germinal centre
36482187	alphaSMA	alpha-smooth muscle actin
35017627	EMT	epithelial-mesenchymal transition
38153590	ESCs	embryonic stem cells
34238312	FDR	false discovery rate
38478759	PHASE	Physiologie animale et Systemes d'Elevage
33063665	SASP	senescence-associated secretory phenotype
36082978	SRA	Supplementary material online
33738695	PM	paraxial mesoderm
35848799	Ucp1	uncoupling protein 1
31130953	HHV-6	Human Herpesvirus 6
34573345	GWAS	genome-wide association studies
31566561	GEMs	Gel Bead-In-Emulsions
34280086	ocSSC	osteochondral SSC
34728646	PE	primitive endoderm
38035074	UMAP	uniform manifold approximation and projection
35260533	GO	Gene Ontology
38864245	DSigDB	http://dsigdb.tanlab.org/DSigDBv1.0/
35979368	GM-CSF	granulocyte-macrophage colony-stimulating factor
37870215	MT	mitochondria
33519827	TRC	T-cell zone reticular cell
35414780	ChIP	Chromatin immunoprecipitation
34907159	Treg	three regulatory T
35627266	HDM	house dust mite
34262563	RA	rheumatoid arthritis
34234139	n	number
35417692	SG	salivary gland
35103591	DCVs	dense-core vesicles
34639228	EGF	epidermal growth factor
30967126	FIS	Functional implication scores
38811033	BMDMs	bone marrow-derived macrophages
31596842	scRNA-seq	single-cell RNA sequencing
37357239	AGCs	axon glial complexes
39039335	APR@K	Average Precision and Recall at K
37795090	TCM	T central memory
30840685	PSNR	Peak Signal to Noise ratio
37671615	hMGL	human primary microglia
33086621	BOS	base of support
31027496	NP	nucleus pulposus
37519221	FBS	fetal bovine serum
38374256	WHR	waist-hip ratio
34011578	POST	Post-capture
35027767	CFLARE	Clustering and Filtering of Left and Right Eigenvectors
32985719	SCGB1A1	secretoglobin family 1 A member 1
37924118	SCP1376	https://singlecell.broadinstitute.org/single_cell/study/SCP1376/a-single-cell-atlas-of-human-and-mouse-white-adipose-tissue#study-download
36431973	GEO	Gene Expression Omnibus
31019505	ST-2	suppression of tumorigenicity 2
33746951	ANTXR2	anthrax toxin receptor 2 gene
31257026	FBS	Fetal Bovine Serum
37153564	PCs	principal components
37963860	mTORC1	mammalian target of rapamycin complex 1
32927658	DSD	disorders of sex development
36515584	Ccr2-/-	B6.129S4-Ccr2tm1Ifc/J
32290325	LDH	Lactate Dehydrogenase
30699987	CD9	cluster of differentiation 9
33500351	ECM	extracellular matrix
38627717	Gd	gadolinium
38286670	IQR	interquartile range
35260533	scRNA-Seq	single-cell RNA sequencing
38526524	BH	Benjamini-Hochberg
34970269	BMDMs	bone marrow derived macrophages
37824216	FBs	fibroblasts
37316923	GDF5	growth differentiation factor 5
33144635	CV	cross-validation
35625656	CFE	colony formation efficiency
36575956	SNc	substantia nigra pars compacta
37795090	Ig	immunoglobulin
35163208	ER	endoplasmic reticulum
38849336	MRR	median raphe region
36271074	MAD	median absolute deviation
32748033	HFA	heart failure association
34425263	DHC	DeepHistoClass
37858128	ZDF	Zucker Diabetic fatty
30375284	HPSC	human pluripotent stem cells
38904098	LD	living donors
38407266	WES	whole exome sequencing
33648458	MADs	median absolute deviations
39000126	SD	standard deviations
36253379	iLISI	integration LISI
35653344	PFS	progression-free survival
35488119	AUC	area under the ROC curve
39127719	BLA	basolateral amygdala
36401295	ADSCs	adipose tissue-derived MSCs
35280999	logFC	log2 fold change
35488119	APOL1	apolipoprotein L 1
36670467	PRC2	Polycomb repressive complex 2
38424167	ICIs	Immune checkpoint inhibitors
35052435	A.D.	Ashley Dawson
31548358	GSA	Gene set analysis
39288262	Fc	fragment crystallizable
33287869	CCR7	chemokine receptor 7
36195600	FOXO1	AKT/Forkhead box protein O1
34680085	OMCD	outer medulla collecting ducts
35741040	MI	Myocardial infarction
33577605	scRNA-seq	single-cell RNA sequencing
36259488	SKM	Skeletal muscle
37809094	CM	conditioned media
38353121	DCN	decorin
35501678	GSEA	gene set enrichment analysis
37153564	PML	promyelocytic leukaemia
31771616	TME	tumor microenvironment
31552031	mAb	monoclonal antibodies
36670467	CCR	cell cycle reentry
35919953	CRC	colorectal cancer
32879137	DIO	diet-induced obesity
34936871	PSA	prostate-specific antigen
34160561	FOV	field of view
38902234	AD	Alzheimer's Disease
37438528	LBB	left bundle branch
32544188	GM-CSF	granulocyte-macrophage colony-stimulating factor
38148640	PCA	principal component analysis
38526524	Mg	megakaryocyte
32409712	GFP	green fluorescent protein
37240306	MFI	Mean fluorescence intensity
32544188	DRG	differentially regulated genes
35139899	CN+	CN Abeta+
33401657	scRNA-seq	single-cell RNA sequencing
38928073	CFTR	Cystic Fibrosis Conductance Transmembrane Regulator
35163704	ChIP	Chromatin Immunoprecipitation
38874280	GO	Genetic ontological
37020587	MCP1	macrophage chemoattractant protein-1
31114581	CHX	cycloheximide
39415331	IFNG	IFN-gamma
33879890	ANOVA	analysis of variance
32581099	PVDF	polyvinylidene difluoride
32713735	UV	ultraviolet
34872583	WebGestalt	WEB-based GEne SeT AnaLysis Toolkit
36685556	TPM	transcripts-per-million
38977711	RM	recruited macrophages
36707617	WGA	wheat germ agglutinin
30735127	RP	roof plate
36707617	MRI	Magnetic Resonance Imaging
35913414	AKI	acute kidney injury
33761726	WES	Whole-exome sequencing
35109872	TSPO	translocator protein
39169434	cDNA	complementary DNA
34477109	PCA	Principal component analysis
36211380	IECs	inflammatory process by activating epithelial cells
39385026	EC	entorhinal cortex
38487541	FIND	Family Investigation of Nephropathy and Diabetes
37751288	TRLs	Tissue-resident lymphocytes
35783358	IQR	interquartile range
38162650	iPSCs	T-iPS-T cells
35757739	C-Index	concordance index
35584677	TSP	travelling salesperson problem
37428185	NA	non-allergic
33401657	GEO	Gene Expression Omnibus
35115492	RIPA	radioimmunoprecipitation assay buffer
39125960	MTX	methotrexate
34372693	CRP	C-reactive protein
34243768	DMPs	differentially methylated positions
34539648	bDMARDs	biological, disease-modifying anti-rheumatic drugs
31412932	p-Erk1/2	phosphorylated Erk1/2
38545113	Irf7	Interferon regulatory factor 7
35269652	IBA1	ionized calcium-binding adapter molecule 1
37120608	tl-LoH	thin limb of Loop of Henle
37699906	TM	tamoxifen
37020587	TGFB	transforming growth factor beta
32272497	Texh	tumors, including exhausted T
37577930	E-G	each genotype
38978088	PBMC	peripheral blood mononuclear cell
36803404	FC	fold change
34496868	HRs	hazard ratios
33500351	MACFs	mice and adult cardiac fibroblasts
38012702	EAE	experimental autoimmune encephalitomyelitis
33893362	PLS-DA	partial least squares discriminant analysis
31428656	KEGG	Kyoto Encyclopedia of Genes and Genomes
37012313	LED	light-emitting diode
37270616	Seurat	https://satijalab.org/seurat/archive/v3.0/integration.html
35853870	KEGG	KEGGREST
30620732	IPSCs	inhibitory postsynaptic currents
30658653	RANK	receptor activator of nuclear factor kappa-B
32765522	NS	nonstructural
32602462	NES	Normalized Enrichment Score
31744138	hSSC	human SSC
38319359	MDT	multi-disciplinary team
33096636	ECs	f-ECs
35163646	KSFM	keratinocyte serum-free medium
31614705	DNMTs	DNA Methyltransferases
37761815	smFISH	Single-Molecule Fluorescent In Situ Hybridisation
32272497	MSI	microsatellite-instable
33027946	HIF-1alpha	hypoxia-inducible factor-1alpha
38612880	nPOD	network for Pancreatic Organ Donors
38520220	ML	machine learning
32386542	lin	lineage
36430659	CR	choroid plexus
34819105	UNT CTRL	untransduced control
36960063	scRNA-seq	single-cell RNA sequencing
36741389	TRM	tissue resident memory
37626885	PSC	pluripotent stem cells
39408838	SyMSCs	synovial mesenchymal stem cells
39020442	DEGs	differentially expressed genes
33806520	OOT	oscillatory optical tweezer
34489465	ARV	AR activity
33303760	SD	standard deviation
32625201	PGE2	prostaglandin E2
36515584	UMAP	Uniform manifold approximation and projection
35628570	MSC-EVs	MSC-derived extracellular vesicles
33351795	MVH	mouse vasa homologue
37880448	SC	stem cells
36705821	MSCs	Mesenchymal stem cells
37647446	TF	tissue factor
37160366	emmeans	estimated marginal means
32298260	Foxp1	forkhead box P1
35915179	TFs	transcription factors
34145241	CD40L	Cd40lfl/fl/Cd4Cretg
33388754	hPRL	human prolactin
32960815	RA	rheumatoid arthritis
35806330	TF	transcription factor
35672453	Vtn	Vitronectin
35116026	BP	biological process
35979364	MSigDB	molecular signatures database
35584663	GLI3FL	GLI3 full-length protein
35869235	NEFL	Neurofilament Light Chain
38035074	Ebf1	early B-cell factor 1
30652130	NF45	Nuclear Factor 45
35188098	Tcap	titin-capping protein
32286456	IRB	institutional review board
39402379	Abeta	amyloid beta
39148724	TAMs	tumor-associated macrophages
32276641	HC-KC	healthy control keratinocytes
39544932	CS	chronic sialadenitis
32955435	NSI	Normalized Specificity Index
39431007	a-pericyte	ischemia-activated pericytes
38164159	tMCAo	transient middle cerebral artery occlusion
38042900	UMAP	uniform manifold approximation and projection
34910918	LoD	limit of detection
32155780	PMA	phorbol 12-myristate 13-acetate
37417294	H&E	Hematoxylin and eosin
37282627	CAFs	cancer-associated fibroblasts
37652013	Io	ionocytes
37828991	ISP	immature single-positive
38533515	NOD	nonobese diabetic
30932271	alpha-SMA	alpha-SM actin
33163417	MaPS-seq	metagenomic plot sampling by sequencing
38002320	MGST3	microsomal glutathione s-transferase 3
38879513	MP	midbrain progenitors
37270717	CC	cell component
31331374	TRAIN	Transcription of Repeats Activates INterferon
34429372	UMAP	uniform manifold approximation and projection
33025905	VP	ventral prostate
30760282	PMA	phorbol 12-myristate 13-acetate
36104369	ACR	American College of Rheumatology
31727090	COA	correspondence analysis
38345473	MFI	mean fluorescence intensity
34831154	IL-6	Interleukin-6
35717322	IHC	immunohistochemistry
32825443	IL-1beta	Interleukin-1 beta
37223013	BP	biological process
31392209	VIM	vimentin
33556374	qPCR	quantitative PCR
37923775	AUC	area under the curve
37612741	CTCL	cutaneous T-cell lymphoma
36932137	SCM	Subfractionation Culturing Method
30911112	advSM	Advanced systemic mastocytosis
32049020	SAP	SLAM-associated protein
32403316	NK1Rs	neurokinin-1 receptors
38233868	OB	olfactory bulb
30635232	MI	modulation index measure
31156637	Th	T helper
33188006	ISI	interspike interval
34770776	MAGI-2	membrane-associated guanylate kinase inverted-2
36685582	PASC	post-acute sequelae of COVID-19
36918894	DEGs	differentially expressed genes
37824216	PMPs	proliferating mesenchymal progenitors
31647409	scRNA-seq	single-cell RNA sequencing
34990410	SVCs	Stromal vascular cells
31243281	GO	gene ontology
36119086	DNMT1	DNA methyltransferase 1
32001747	CMs	cardiomyocytes
30937860	ECs	endothelial cells
35053286	SLPI	Secretory Leukocyte Protease Inhibitor
33686078	GWAS	genome-wide association studies
34280086	Wif1	Wnt inhibitory factor-1
37919606	avg exp	average expressions
37923775	ROC	receiver operating characteristic
37266446	DAMPs	damage-associated molecular patterns
34370798	JAK/STAT	Janus kinase/signal transducer and activator of transcription
35681507	WHO	World Health Organization
35166672	Mo	monocytes
30886834	HAEC	human aortic endothelial cells
32188134	FELASA	Federation for Laboratory Animal Science Associations
31443686	ALT	alanine aminotransferase
32724061	DE	Differentially expressed
36827401	FSAP	Federal Select Agent Program
36891061	RT	room temperature
32429316	gammadelta	gamma-delta
38426109	TFH	T follicular helper
36875144	iNOS	Inducible nitric oxide synthase
35379844	RISC	RNA-induced silencing complex
35964085	IPF	Idiopathic pulmonary fibrosis
39575251	PTX	paclitaxel
34202359	Ly6	lymphocyte antigen-6
36516485	GO	Gene-Ontology
35053332	MNCs	mononuclear cells
34948008	CNV	copy number variation
38129670	PCA	Principal component analysis
33087715	TFF3	trefoil factor 3
32674405	MCD	malonyl-CoA decarboxylase
31663609	TFs	transcription factors
34301239	PBMCs	peripheral blood mononuclear cells
30699987	Alix	apoptosis-linked gene 2-interacting protein X
36293401	SCOC	Single-cell Omics Centre
32194857	MDSCs	Myeloid-derived suppressor cells
38956379	freq.	Frequency
35507386	Crh	Probe-Mm-Crh
38352879	MSC-EVs	MSC-derived EVs
34237110	eIF2	eukaryotic initiation factor 2
37002243	PH	pulmonary hypertension
36741388	GO	Gene Ontology
36411459	AS	atherosclerosis
35757709	APCs	antigen-presenting cells
33086383	FM	Fowlkes-Mallows
38800474	EPC	Edge Percolated Component
31547627	MUC-1	mucin-1
36982999	SNpc	SN pars compacta
31900171	ELN	European Leukemia-Net
34011400	TAMs	tumor-associated macrophages
33990598	Muris	https://figshare.com/projects/Tabula_Muris_Transcriptomic_characterization_of_20_organs_and_tissues_from_Mus_musculus_at_single_cell_resolution/27733
37077921	C	Cell
37795090	TME	tumor microenvironment
35819850	BME	beta-mercaptoethanol
34230480	SSC	Saline Sodium Citrate
36524113	Pasef	parallel accumulation-serial fragmentation
35757739	CNV	copy number variation
38396894	MNS	Milan normotensive
36526674	SAC	spindle assembly checkpoint
37641132	AGAP2-AS1	AGAP2 antisense RNA 1
32413319	NCBI	NCBI: txid33708
38589566	BMD	low-body mineral density
31651369	RETN	resistin
35641484	PCA	Principal component analysis
38229111	PBS	phosphate buffered saline
34103479	MAIT	mucosal-associated invariant T cells
31723223	VC	vitamin C
35216672	IFN	interferon
38426109	alpha-SMA	alpha 2 smooth muscle actin
34545085	EBs	embryoid bodies
34523259	hPASMCs	Human pulmonary artery smooth muscle cells
36213265	LPS	lipopolysaccharide
31269016	RGCs	retinal ganglion cells
38999963	GSTP1	glutathione S-transferase Pi 1
34064066	gRNA	guide RNA
38377133	M-CSF	Macrophage Colony-Stimulating Factor
38962008	UMAP	uniform manifold approximation and projection
37910660	TIMP3	Tissue Inhibitor of Metalloproteinase 3
31257026	GSVA	Gene set variation analysis
37533854	WBC	white blood cell
36689332	MEM	marker enrichment modeling
32208955	EM	electron microscopy
37443742	IFN-gamma	Interferon-gamma
36734327	WT	wild-type
37016133	LLE	locally linear embedding
34489404	Portal	https://portal.brain-map.org/atlases-and-data/rnaseq/human-m1-10x
38199807	IPN	Interpeduncular nucleus
34616064	DE	differentially expressed
36497014	ADSC	adipose-derived stem cells
36257968	TEM	Transmission electron microscopy
37612741	ICAM1	intercellular adhesion molecule-1
34522219	RVG	rabies virus glycoprotein
32264890	PINK1	PTEN-induced putative kinase 1
38164159	HMGCS	three-hydroxy-3-methylglutaryl coenzyme a synthase
33757121	MAST	model-based analysis of single-cell transcriptomics
37766635	Kit	KAPA Biosystems
36119025	FBS	fetal bovine serum
36474171	ICI	Immune checkpoint inhibitor
38855186	OXPHOS	oxidative phosphorylation
38189834	IGF	Insulin-like growth factor
31261683	LPS	lipopolysaccharide
38092908	RGC	retinal ganglion cells
32733448	LC3	1A/1B-light chain 3
34727990	LSS	lanosterol synthase
37996443	ASC	antibody-secreting cell
39580485	MCMC	Markov-chain Monte Carlo
34867212	GPCRs	G-protein coupled receptors
36768336	NK	Natural Killer
38533515	PD-1	programmed death-1
35109872	AD	Alzheimer's disease
32429316	Fcgamma CRs	Fcgamma chimeric receptors
37870215	GO	gene ontology
34332630	RTT	Rett syndrome
36834558	DA	dopamine
38429458	NPS	no persisting symptom
35112129	Sigma	supplemented with 60 ng/ml retinoic acid
37934604	GSEA	Gene set enrichment analysis
35999201	FFPE	formalin fixed paraffin-embedded
39138733	scRNA-seq	single-cell RNA sequencing
37357686	SPD	short-term PD effluent
33772115	p53-DN	p53 dominant-negative peptide
39007133	DCs	Dendritic cells
34880292	AUROC	area under the receiver operating characteristic curve
31944177	Adh1	alcohol dehydrogenase 1
34011400	IL-10	interleukin 10
38321214	ISRIB	ISR inhibitor
37644281	TME	tumor microenvironment
37875964	BMEC	brain microvascular endothelial cell
35720411	Th17	T helper 17
39234818	NK	natural killer cells
37147872	LPG	Lin-PU.1dimGATA-1-
38092913	DMRs	differentially methylated regions
38168993	CNAs	copy number aberrations
38500030	TPM	transcripts per million
36104369	GZMA	granzyme-A
38602594	ITGBL1	integrin beta-like 1
32117221	BALF	bronchoalveolar lavage fluid
38009508	HSPGs	heparan sulfate proteoglycans
37164949	BCCs	basal cell carcinomas
30389680	vGlut1	vesicular glutamate transporter 1
32111018	SDF	sub-wavelength diameter optical fiber
37714147	mECs	migrating ECs
38071238	scRNA-seq	single-cell RNA sequencing
36969180	IFN	interferon
31211786	STRT	single-cell-tagged reverse transcription
35177643	LMC	LMCm
31253788	IT	injection time
34770776	PTEN	phosphatase and tensin homolog
33086620	HAEC	human amniotic epithelial cells
35356153	AJCC	American Joint Committee on Cancer
33332768	tc	tumor core
37776168	SVs	structural variants
32293536	SPE	solid-phase extraction
35055067	RBCs	cf-RBCs
34108016	TAF1	transcription initiation factor TFIID subunit 1
36197007	REVs	reactive postcapillary venules
39095341	RPCA	reciprocal PCA
35903276	CK	cytokeratin
33806520	OPD	optical phase difference
35844488	Mcpt-1	mast cell protease 1
33825942	FGF2	Fibroblast growth factor 2
32628811	CDK4	cyclin-dependent kinase 4
34685602	GO	Gene ontology
37471165	log2FC	log2 fold change
33562534	Pygo2	Pygopus 2
38472236	FACS	fluorescent-activated cell sorting
30886834	HFs	Human foreskin fibroblasts
38849737	InN	Inhibitory Neuron
37149668	Ub	Ubiquitin
34831154	MIF	Migration Inhibitory Factor
34659227	VEGF	vascular endothelial growth factor
37095203	FBS	fetal bovine serum
37291161	days	Donor	Sex	Age (years)	Preservation time
36580373	GPR183	G protein-coupled receptor 183
34556887	DBD	DNA-binding domain
34419158	CTR	control
38317018	GWASs	genome-wide association studies
31829938	HPFT	human placenta in the first trimester
33902571	IFN	interferon
38236930	A,C,E	as receiver
34425263	MCDW	MC Drop Weights
32194857	TIME	tumor immune microenvironment
36482187	FGF	fibroblast growth factor
35806069	PBMC	peripheral blood mononuclear cell
39125960	SOD	superoxide dismutase
37735248	IL	interleukin
38199807	ACo	anterior cortical amygdala
31269016	UMI	unique molecular identifier
35995567	ILCs	non-ILCs
31286987	BRB	blood-retina barrier
30796088	MSE	mean-squared error
33500344	PFA	paraformaldehyde
39169201	FA	fatty acid
31919421	SD	standard deviation
32539719	FSC/SSC	forward scatter/side scatter plots
33589780	X-SCID	X-linked severe combined immunodeficiency
37070095	CRISP-3	cystein-rich secretory protein-3
34916494	CP	core particle
36429014	Fib.1	fibroblastic mesenchymal cells-1,2,3
34497389	DGE	differential gene expression
30967126	SREBP	Sterol-responsive element-binding protein
36750562	PDAC	pancreatic ductal adenocarcinoma
39000474	ACTA2	Actin Alpha 2
34421829	CDKs	Cyclin dependent kinases
35831283	PE150	pair end 150 bp
31331034	IDO	indoleamine 2,3-dioxygenase
33392918	PVA+	parvalbumin
37582805	BAT	brown adipose tissue
31817258	SNIP1	Smad nuclear interacting protein 1
30911112	FBS	fetal bovine serum albumin
31319592	Dock	dedicator of cytokinesis
34825887	Proprioc	proprioceptors
34203719	HGF	hepatocyte growth factor
32724454	LSECs	liver sinusoidal endothelial cells
36323734	DRE	Digital Rectal Examination
37104036	iOLs	immature oligodendrocytes
37287077	PI3K	phosphoinositide 3-kinase
36316327	NAC	N-acetylcysteine
37133637	LGLs	large granular cells
37025067	PCs	progenitor cells
38864245	OPC	oligodendrocyte progenitor cells
34876200	to YY	This work was partially supported by R01HL146574
32268080	pDCs	plasmacytoid DCs
35440562	SFD	serum-free differentiation
31591966	IF	immunofluorescence staining
37776168	PDOs	patient-derived organoids
36010547	KO	knockout
34907159	B-cell dis.	B-cell lymphoproliferative disorder
37582805	CRH	corticotropin-releasing hormone
39062449	RLX	relaxin
30709425	CTL	cytotoxic T cell
30744169	eQTL	Expression quantitative trait loci
33112891	PNEC	pulmonary neuroendocrine cells
32849502	VCAM-1	vascular cell adhesion molecule 1
38926732	LASSO	least absolute shrinkage and selection operator
37149668	RT	room temperature
35269428	HMM	hidden Markov models
36945044	CVSs	chorionic villi samples
34243768	SAM	S-adenosylmethionine
37098526	pH	pHo
31331034	Treg	T regulatory
35659609	NLR	neutrophil-to-lymphocyte ratio
34728342	TRAP	Targeted recombination in active populations
38955668	PI3K	phosphatidylinositol 3-kinase
39400935	UMAP	Uniform manifold approximation and projection
37821906	CLL	chronic lymphocytic leukemia
31557185	ENCODE	encyclopedia of DNA elements
34445185	PCA	Principal component analysis
37641132	PD-L1	programmed death ligand-1
38902243	AGTRAP	Angiotensin II Receptor-Associated Protein
31628330	AMKL	acute megakaryoblastic leukemia
32715618	scRNA-seq	single-cell RNA-seq
36608258	ESCC	esophageal squamous cell carcinoma
33324425	MHC-I	MHC class I
34620214	LFC	log2 fold change
31626642	HRP	horseradish peroxidase
32751743	IEC	intestinal epithelial cell
37443742	ISG	Interferon-stimulated gene
33086620	EMT	epithelial-to-mesenchymal transition
35699412	PL	posterior lobe
39112965	DEGs	differentially expressed genes
38003572	ROS	reactive oxygen species
36012390	ICB	immune checkpoint blockade
36031601	TRAAC	"Toll-like receptor agonist antibody conjugates"
35536009	ILCs	innate lymphoid cells
33352111	FDG	Force-directed graph
33879239	CD	Crohn's disease
34372693	tPA	tissue plasminogen activator
38973003	cDNA	Complimentary DNA
36352232	FDG	18F-fluorodeoxyglucose
30949696	GRN	gene regulatory network
37217935	RIPA	radioimmunoprecipitation
38127790	MG	Microglia
30871455	SMC1A	Structural maintenance of chromosomes protein 1A
38771130	MR	mendelian randomization
33317046	FLT	flight mice
39049097	SIMALR	Suppressor of Inflammatory Macrophage Apoptosis LncRNA
33500351	HF	Heart failure
31626642	CNS	central nervous system
32667948	OD	optical density
37700362	Pref-1	preadipocyte factor-1
38145351	GO	Gene Ontology
37890493	Hp	Helicobacter pylori
33562534	GMECs	goat mammary epithelial cells
32502203	Clontech	cloned into the response vector pRetroX-Tight-Pur
